last_message_length,response_time_gap,initiator,conversation_length,reply_ratio,avg_response_time,message_tone,emoji_count,question_asked,time_of_day,seen_ignored,past_ghosting_history,user_type,reply,ghosted
21,47.15514941221967,me,55,0.75,111.18932996302617,enthusiastic,4,0,day,0,1,dry_texter,0,1
10,39.6420099997385,me,85,0.31,21.802352723659784,neutral,3,1,day,1,0,casual,0,0
14,48.348458944216894,me,158,0.49,115.78842001214956,dry,7,0,day,0,0,interested,0,1
28,51.282398913051566,me,120,0.88,97.5179085399977,dry,5,0,day,0,1,casual,0,1
29,18.662109507633286,me,119,0.15,106.49753967658616,neutral,3,1,night,0,0,casual,1,0
33,67.6601676588649,me,33,0.22,39.49649110934918,enthusiastic,1,1,day,0,0,interested,1,1
38,54.76163905373318,them,145,0.41,101.96235658780354,enthusiastic,3,1,night,0,0,casual,1,1
5,55.53063375695569,them,108,0.45,112.16598439322935,neutral,2,0,night,0,1,dry_texter,0,1
38,22.382640087529023,me,67,0.92,80.19590150777817,dry,2,0,night,1,1,interested,1,0
2,27.862971167555784,me,71,0.01,45.97528529976291,enthusiastic,9,1,night,0,0,casual,0,1
42,17.47239038787495,me,98,0.84,57.81857966847922,neutral,8,1,day,0,1,dry_texter,1,1
28,9.293791794439855,me,177,0.23,55.522452669987146,enthusiastic,9,1,night,0,1,ghoster,1,1
20,5.266837569449291,them,109,0.24,77.04459188333303,neutral,7,0,night,1,1,interested,1,0
10,41.79322490766551,them,67,0.27,101.18928394499132,dry,9,1,day,1,0,casual,0,1
49,11.851333853399394,them,169,0.98,70.9095988433283,neutral,6,1,day,0,0,casual,0,1
27,30.077851731477153,me,178,0.7,111.20477105262636,dry,4,1,day,0,1,interested,0,0
7,61.84885817976719,me,151,0.55,38.891933145811926,neutral,4,1,day,1,0,interested,1,1
37,8.114394054557303,me,42,0.77,47.07577518561369,neutral,6,0,night,0,0,casual,1,0
37,49.50221260237109,me,134,0.55,73.71755782052335,dry,2,1,day,1,1,ghoster,0,1
34,58.274678221601874,me,64,0.06,40.85494763669926,enthusiastic,3,0,night,0,1,dry_texter,0,1
13,38.943975281855586,me,168,0.8,67.35257461264567,dry,1,1,night,0,0,casual,0,0
41,17.606127869076296,them,149,0.25,90.2230311567617,enthusiastic,3,1,night,0,1,interested,0,0
34,18.106788122273073,them,1,0.59,104.22572390714889,dry,1,1,night,0,0,casual,1,1
8,69.52550660798515,me,144,0.64,53.13507252448365,enthusiastic,9,1,day,0,0,ghoster,1,0
14,55.38137419482822,them,132,0.54,25.602562764217506,dry,2,1,day,1,1,casual,0,1
33,47.18923164172014,me,173,0.53,9.140858419330499,dry,5,1,night,1,1,casual,0,0
21,35.45138310503808,them,39,0.47,16.2384592108707,dry,3,0,day,1,0,interested,0,0
17,16.81569486253483,me,79,0.5,99.04269177801267,enthusiastic,8,1,night,0,0,ghoster,0,1
31,2.2020737706246303,me,19,0.08,97.46648740606975,dry,4,0,night,0,0,interested,1,0
20,3.3765773034872293,them,32,0.52,113.3810176844927,enthusiastic,3,1,day,1,1,casual,1,1
3,25.542148480395188,them,64,0.39,8.79936959861415,enthusiastic,1,0,day,1,1,ghoster,0,1
11,47.579619037301434,me,129,0.72,116.85451810076366,neutral,10,1,day,1,1,ghoster,0,1
3,39.46090411717644,them,160,0.94,38.317251065281475,enthusiastic,10,1,night,1,1,interested,1,0
43,64.641053435365,them,180,0.53,70.72778164527494,dry,0,0,night,1,0,casual,0,1
28,15.553213797919156,them,35,0.4,11.705222946698864,dry,7,0,night,1,1,interested,1,1
19,58.328720643275474,them,51,0.99,85.43747856765694,enthusiastic,6,1,night,1,0,dry_texter,0,1
26,40.48701023184622,me,166,0.31,89.74892391995483,enthusiastic,2,1,night,0,0,dry_texter,1,1
48,59.75214508905945,them,34,0.61,5.322913805798079,neutral,4,1,night,0,0,interested,1,0
31,65.78045224139922,them,46,0.38,92.45106147496872,dry,3,0,night,1,1,casual,0,0
37,28.99520342952951,me,139,0.47,83.36644957533436,dry,3,1,day,1,0,ghoster,0,1
27,31.37345416113154,me,185,0.08,13.271452123865004,neutral,4,1,day,0,1,dry_texter,0,1
14,21.03733101121101,them,189,0.3,105.12153461834315,dry,2,0,day,1,0,casual,1,1
39,22.79194780338781,me,132,0.18,29.497794767734394,neutral,7,1,night,0,0,interested,1,1
35,12.46063496541494,them,74,0.53,26.18308534873033,dry,1,0,night,1,0,interested,1,1
4,55.03441915614407,them,140,0.39,56.645555230403176,neutral,2,0,night,1,1,dry_texter,0,1
18,46.27288925225592,them,144,0.14,48.09722224526586,neutral,9,1,night,1,1,interested,0,0
1,8.836922984459914,me,102,0.46,84.867598675251,neutral,5,0,night,1,1,casual,0,1
23,36.954989710011475,me,112,0.12,94.47930727387141,enthusiastic,6,1,night,1,1,casual,0,1
50,66.7948927128492,them,148,0.95,35.09047020506529,neutral,6,1,day,0,1,ghoster,0,1
39,27.149331125499195,me,24,0.64,89.0069872355228,enthusiastic,2,0,day,0,0,interested,1,0
12,62.53293651013065,me,39,0.51,45.50760387089302,neutral,3,1,day,1,1,ghoster,0,1
30,41.38854482577434,me,39,0.45,51.531097239468224,enthusiastic,9,0,day,1,0,interested,0,1
38,25.051162526258704,me,172,0.6,67.98852808440266,enthusiastic,8,1,day,1,1,casual,1,1
11,37.05456719498632,them,148,0.03,33.72900233342212,neutral,10,1,night,1,0,interested,0,1
26,64.32747751038058,them,76,0.37,70.56084345666278,enthusiastic,8,0,day,1,1,ghoster,0,1
43,48.004957851388646,me,107,0.28,108.91499077688916,enthusiastic,10,0,day,0,1,interested,0,0
2,21.62599070198993,me,34,0.33,93.5629809327072,enthusiastic,5,0,day,0,0,dry_texter,1,1
42,7.646305375932,them,82,0.98,84.62231825976764,neutral,2,1,night,0,1,casual,0,0
13,39.30507847493895,them,74,0.78,70.49971769394243,neutral,2,0,day,1,1,interested,0,1
32,70.40824371472418,them,169,0.35,10.316277554608984,enthusiastic,10,1,night,0,1,interested,1,1
23,69.01986657260251,me,112,0.77,82.09822945392679,enthusiastic,1,1,day,0,0,interested,1,1
7,21.511425182832497,them,135,0.16,62.35822677942484,dry,9,0,day,0,0,dry_texter,0,0
6,3.3383116286694268,me,26,0.21,73.50351009539146,dry,2,1,day,1,1,ghoster,1,1
23,27.849611121148165,them,116,0.32,62.46714002468926,neutral,7,0,night,0,0,dry_texter,1,1
8,36.60177612189465,them,71,0.94,10.666104000307975,neutral,4,1,day,1,0,casual,0,1
49,65.3190194234973,me,12,0.53,107.10354753050576,neutral,7,1,night,0,1,ghoster,0,1
42,10.680386105066582,me,71,0.36,94.2366726760794,dry,1,0,day,1,1,interested,1,0
16,22.409711038202385,them,1,0.08,51.80358965415711,dry,1,1,day,1,0,interested,1,1
8,22.507322728245867,them,183,0.14,81.92065613712566,dry,2,0,day,0,1,interested,1,1
23,69.60299982145152,them,128,0.67,23.34387463736154,neutral,6,1,day,0,0,dry_texter,0,0
38,35.41999006082587,me,57,0.25,83.64841166888628,neutral,10,0,night,1,1,ghoster,0,0
38,16.172804739883123,them,5,0.72,118.78511903191578,enthusiastic,8,1,day,0,0,interested,1,1
29,6.791690585378455,me,185,0.77,69.08729074246608,dry,5,0,day,0,1,casual,1,1
46,20.09903611739633,them,104,0.2,87.75257018748799,dry,5,1,day,1,1,casual,1,1
46,21.4018817106617,them,1,0.87,64.25745931040578,neutral,7,0,day,0,1,interested,1,0
29,42.65962795949497,them,117,0.98,118.57521797728634,neutral,3,0,day,1,0,casual,0,1
22,25.615117828884927,them,52,0.39,43.415251624122945,neutral,5,0,night,1,0,ghoster,0,0
31,44.00180030301776,me,107,0.53,101.00248106872402,neutral,2,0,night,0,1,interested,0,0
45,41.249726348245986,me,1,0.76,76.06467543760124,dry,7,1,day,1,1,ghoster,0,1
34,50.04682797607602,me,36,1.0,113.68927077147005,neutral,3,1,day,1,1,dry_texter,0,1
29,15.826309728525622,them,139,0.86,3.964434305149812,neutral,10,1,day,1,1,dry_texter,1,1
39,49.95467359855387,them,1,0.26,78.21930260043993,neutral,2,0,day,0,1,ghoster,0,1
40,65.24974566791032,them,30,0.49,98.60391983472513,dry,6,0,night,1,1,casual,0,1
33,22.497306040790026,me,123,0.41,109.69784207222335,enthusiastic,8,1,night,0,1,dry_texter,0,0
3,6.87169149963728,them,112,0.71,97.68151652496086,enthusiastic,8,1,day,0,0,dry_texter,1,0
19,59.936511768670975,them,181,0.54,107.90740302703384,neutral,8,1,day,1,0,interested,0,0
14,45.15688027908484,me,154,0.91,30.00930746717922,enthusiastic,3,1,day,0,1,interested,0,0
49,69.14754785772023,me,51,0.04,77.04103961637529,dry,7,0,night,1,1,dry_texter,0,1
21,22.515780774292438,me,55,0.61,106.99037791351643,dry,1,0,day,0,1,interested,0,0
36,2.520671191351468,me,173,0.11,118.25633640198626,neutral,10,1,day,1,0,dry_texter,1,0
23,19.600767175537197,me,18,0.11,21.741637640678864,enthusiastic,1,0,day,0,0,ghoster,1,0
12,32.28678230403846,me,23,0.68,48.3881907383172,enthusiastic,8,1,day,1,0,interested,0,0
18,71.76383512258334,them,38,0.47,70.98398195226942,dry,0,0,night,1,1,casual,0,1
43,69.25575588843647,them,73,0.79,77.15254556816409,dry,0,0,day,1,1,casual,0,1
32,70.19523538448641,them,6,0.89,3.394586120457335,neutral,7,1,night,1,1,interested,0,1
19,12.16940719206239,me,97,0.02,22.038454143659845,dry,8,0,night,0,0,interested,1,1
39,38.05126631206407,them,182,0.04,54.50689946806751,enthusiastic,1,1,day,0,1,interested,1,1
47,48.05984026236173,me,139,0.47,27.34134861633878,enthusiastic,6,1,day,1,1,dry_texter,0,1
42,7.053213687696236,them,177,0.94,39.98722460672212,enthusiastic,8,0,day,1,0,dry_texter,1,1
43,33.39340084140728,them,199,0.38,71.04345432016814,dry,3,0,day,1,0,ghoster,0,1
44,69.74913476576239,me,105,0.99,14.958912185554102,neutral,1,0,day,0,0,ghoster,0,0
6,40.96033716079397,me,115,0.49,40.84621213521045,enthusiastic,3,1,day,0,1,ghoster,0,1
1,52.942855502880576,them,146,0.76,105.54115354818194,neutral,7,1,night,1,0,casual,1,1
31,6.744951935613113,them,189,0.12,37.32910663295241,enthusiastic,5,1,day,0,0,casual,1,1
2,65.49080997929977,me,52,0.89,12.304634036804197,dry,0,0,day,1,0,ghoster,0,1
12,64.38715566584769,them,172,0.09,37.17541724668442,neutral,1,0,day,1,1,ghoster,0,1
3,29.254445989652723,them,113,0.74,93.70728401302868,dry,8,0,day,1,0,interested,0,0
28,61.158528592903146,me,30,0.97,45.3364976553078,dry,9,1,night,0,1,ghoster,0,1
32,40.180635693364934,me,20,0.23,43.93545953708998,dry,2,0,night,0,1,interested,0,1
5,53.15752062740905,them,160,0.25,101.22338667668161,dry,7,1,night,1,0,ghoster,0,1
1,34.761570227167375,them,176,0.77,80.70500841959844,enthusiastic,1,0,day,0,1,ghoster,0,1
35,56.47189947318518,them,151,0.04,65.06238016815404,dry,5,0,day,0,0,dry_texter,0,1
20,52.889965794906956,them,104,0.72,94.9353140954297,dry,2,1,night,0,1,ghoster,1,1
34,32.3763595511613,them,114,0.08,75.24371566644675,neutral,10,0,night,0,0,dry_texter,0,1
12,29.984977607527526,them,173,0.48,119.00209070956332,enthusiastic,8,0,day,1,0,casual,1,0
13,25.16977961371292,them,33,0.02,19.344290910627315,dry,3,0,night,1,1,interested,0,1
15,66.60466232722472,me,85,0.27,98.92455230602111,dry,3,1,day,0,1,ghoster,0,1
50,66.09307559343847,them,89,0.41,71.27376439982528,enthusiastic,5,0,night,0,0,dry_texter,0,0
5,13.499727777168019,me,118,0.76,17.2706669038709,neutral,6,1,day,0,0,casual,0,0
1,14.944067293850472,them,121,0.49,70.85020458273472,dry,6,0,night,1,0,interested,1,1
45,7.599085397643723,them,128,0.85,7.593683546791013,enthusiastic,5,0,day,1,0,ghoster,1,0
49,9.09100382787587,me,137,0.66,81.9792761238109,dry,3,0,night,1,1,dry_texter,0,1
8,47.30288925959454,them,113,0.5,48.04386018057097,neutral,5,0,day,1,1,interested,0,0
41,51.32892559815586,them,125,0.33,71.20468385052709,enthusiastic,6,1,night,1,1,interested,1,0
45,32.45903520142344,me,14,0.52,100.64005735186589,enthusiastic,4,1,night,0,0,casual,1,1
41,54.45345004404406,me,45,0.77,79.69571781824277,dry,0,1,day,1,0,ghoster,0,1
32,12.194193551688699,them,174,0.44,92.01291686394362,neutral,9,0,day,1,1,interested,1,0
25,6.148383572652198,me,4,0.29,87.34604405921854,neutral,6,1,night,1,1,interested,1,1
38,66.25097078943033,them,65,0.79,5.634300220220902,enthusiastic,4,0,day,0,1,casual,1,1
14,60.09162514134267,me,7,0.6,10.60079589970724,dry,2,0,night,1,0,interested,0,1
20,48.84299717451489,me,93,0.38,113.6599285538546,enthusiastic,9,1,day,0,0,dry_texter,0,1
44,39.201024934450444,them,43,0.73,83.26740664944461,dry,9,1,day,0,0,ghoster,0,1
37,25.259078279638796,me,73,0.8,109.17072706270211,dry,9,1,day,0,1,casual,1,0
41,7.621135236728135,them,65,0.3,67.21079971778457,dry,2,0,day,0,1,ghoster,0,1
6,0.25278339721084997,them,178,0.94,8.219760751610306,enthusiastic,8,1,day,1,1,casual,0,0
28,12.761717496153413,me,142,0.52,58.53034609814913,enthusiastic,8,0,night,0,0,casual,1,1
14,45.89447574170349,me,179,0.33,89.30681476027631,enthusiastic,3,0,day,1,1,casual,0,1
12,13.063786895382469,me,31,0.49,7.580003625461538,enthusiastic,8,0,day,1,1,casual,0,0
24,31.197135145832604,them,198,0.43,107.7445199383758,enthusiastic,0,1,day,0,1,casual,1,1
16,46.0640081934648,me,194,0.55,61.76006005854079,neutral,7,1,night,1,0,casual,0,1
39,52.01429913986564,them,152,0.41,23.760693401835994,enthusiastic,4,1,day,1,0,dry_texter,0,1
45,9.341027342910213,me,167,0.1,18.796211834659655,dry,3,1,night,0,1,interested,1,1
8,44.08845042631947,them,76,0.91,101.28618341547906,enthusiastic,8,0,day,0,0,interested,1,0
42,7.0682806046517515,them,21,0.76,98.64630230854372,dry,8,0,night,1,1,interested,1,1
8,15.354048088007882,me,81,0.75,86.36913701575202,enthusiastic,4,1,night,0,0,dry_texter,1,0
9,65.54330209233709,me,70,0.66,20.944195883367872,dry,2,1,day,1,0,interested,0,1
50,39.230368837475076,them,120,0.28,101.93721482469189,dry,1,1,day,0,0,ghoster,0,1
10,22.75949156496491,me,121,0.09,89.8553709872996,neutral,5,0,day,0,1,ghoster,1,1
45,49.62993063900385,me,176,0.89,39.786632264769175,dry,7,0,day,1,1,dry_texter,1,1
14,31.205552980151655,me,28,0.26,113.58510399043124,dry,5,0,night,1,0,casual,0,1
16,3.8461866337925086,them,191,0.38,18.530035503377768,dry,4,0,day,1,0,ghoster,1,1
16,20.839422319489113,me,192,0.06,92.10737847712127,dry,1,0,night,1,0,interested,1,1
4,47.94454130341349,me,83,0.13,75.85056561732858,neutral,4,0,night,1,0,casual,1,1
8,24.825263193492532,them,97,0.5,37.63044322081142,dry,3,1,night,1,1,interested,1,1
35,48.23852391883247,me,14,0.29,65.41626175400135,dry,9,0,day,1,0,ghoster,0,1
25,10.316158370539071,me,144,0.78,61.558992739743765,dry,10,1,day,0,0,ghoster,0,1
16,70.91817555569193,them,124,0.48,51.984080516867984,dry,0,1,day,1,1,interested,0,0
47,54.71708398009596,me,85,0.15,96.71831185444853,neutral,8,1,night,1,1,casual,0,1
43,48.60967438070845,them,146,0.17,8.8440176424925,neutral,5,0,day,0,0,dry_texter,0,1
2,60.451140181859934,me,26,0.29,2.767762227704454,enthusiastic,7,0,day,1,0,interested,0,1
25,26.857739386720297,them,137,0.18,13.35052304300166,neutral,10,0,day,1,0,ghoster,0,1
41,40.661552774294236,me,1,0.75,91.41524277064937,neutral,3,0,day,0,1,ghoster,0,1
41,50.663892123936364,them,30,0.66,34.22078122749734,dry,1,1,day,1,1,dry_texter,0,1
17,35.745219947014334,them,53,0.36,111.82300383769935,neutral,2,0,day,1,1,ghoster,0,1
28,10.328093251062379,them,102,0.1,90.94334368167165,enthusiastic,0,1,night,0,1,ghoster,1,1
6,20.01657397037016,me,78,0.24,4.094529558365627,dry,3,0,night,1,1,ghoster,0,1
28,22.474755710811152,me,116,0.1,100.9114677025167,neutral,0,1,day,0,1,interested,1,1
3,71.47666648197897,them,26,0.63,64.67917349383525,enthusiastic,4,0,night,1,1,interested,0,0
22,66.1288947254145,me,172,0.95,19.49665121141346,dry,2,0,night,1,1,dry_texter,0,1
29,38.08285234265952,me,4,0.11,29.266384678436264,neutral,3,1,day,1,0,interested,1,1
41,49.83910076269063,me,167,0.93,102.70614952354632,neutral,10,0,night,1,0,interested,0,0
37,31.034735440363583,them,37,0.99,70.81405668635783,enthusiastic,9,1,day,0,0,interested,1,0
7,43.37068877390265,them,108,0.15,54.27201146110992,enthusiastic,9,1,night,1,1,ghoster,0,1
22,53.7222560907287,them,147,0.35,95.28305160957349,neutral,6,1,night,1,0,casual,0,1
39,36.36401496242462,me,160,0.46,116.02216778598539,enthusiastic,2,0,night,1,0,ghoster,0,1
50,38.788817892621864,me,111,0.36,53.93655630288341,dry,10,0,day,1,0,interested,0,0
26,21.81823508694819,me,6,0.36,44.325166883284744,neutral,8,0,night,0,1,interested,0,1
40,25.69942700550564,me,117,0.91,60.381995736365944,neutral,2,1,night,1,1,casual,0,1
30,18.63991534366631,me,145,0.64,71.37416467218321,dry,10,1,day,1,1,interested,1,1
8,44.19097544486735,me,3,0.97,80.60036715336791,neutral,8,1,day,1,1,interested,1,0
30,34.36046918024044,me,14,0.28,85.72352173036828,dry,9,0,night,1,0,interested,1,1
36,12.481448562574547,them,161,0.8,97.27736256221101,enthusiastic,5,0,day,0,1,ghoster,0,1
23,11.107180935119038,me,5,0.77,60.987635221862874,neutral,10,1,day,1,1,interested,1,1
24,8.581451320052814,them,10,0.05,31.478205679958872,neutral,9,1,day,1,0,interested,1,1
22,60.78029124985568,them,149,0.93,47.003099961862716,neutral,10,1,day,1,1,casual,0,1
26,70.18740595007262,me,77,0.78,42.78254522281172,neutral,10,1,night,0,1,dry_texter,0,0
12,22.40474340685906,me,49,0.28,4.485617026604969,dry,7,1,night,0,0,interested,0,0
21,20.2207207333711,me,147,0.36,36.65007374000632,dry,1,0,night,1,1,interested,1,1
50,45.2571823419845,them,178,0.22,78.87299180151437,dry,4,0,night,0,0,dry_texter,0,1
17,27.91135702984153,me,49,0.16,97.06385382165752,enthusiastic,8,1,night,1,1,dry_texter,1,0
49,65.88839884286887,me,167,0.23,28.52581923181608,neutral,2,0,night,0,0,interested,0,0
14,38.95616885544108,me,138,0.06,85.3876016488217,dry,6,0,night,1,0,casual,0,1
26,33.78161708166978,me,71,0.96,50.60619558898152,neutral,0,1,day,1,0,interested,1,0
19,39.599029862696845,me,104,0.62,85.74900891875922,neutral,6,0,night,0,1,casual,1,1
42,51.67595212611838,them,174,0.09,51.93489583372218,enthusiastic,3,0,night,1,0,ghoster,0,1
25,62.75403425529269,them,175,0.41,33.42355249661701,dry,9,1,night,0,0,dry_texter,1,0
33,44.205765208434094,me,95,0.28,111.7074024185777,dry,0,0,night,1,1,dry_texter,0,0
11,13.39988254338085,me,158,0.77,2.952749569523461,enthusiastic,2,1,day,0,0,casual,1,0
15,38.22072554523966,me,153,0.08,89.50937324310935,neutral,0,0,day,0,1,ghoster,0,1
44,13.5100653817792,them,76,0.92,39.98090821666888,enthusiastic,8,1,night,0,0,interested,1,0
10,33.69040535990897,me,191,0.26,73.39134953388358,dry,5,0,night,1,0,dry_texter,0,1
31,30.01285283067243,me,70,0.93,26.06056117312301,dry,3,0,night,0,1,dry_texter,0,0
46,9.77122036309386,them,94,0.61,8.710775790429182,dry,3,0,night,1,1,ghoster,0,1
28,10.75625727454323,them,74,0.04,41.36293143749223,neutral,8,0,night,1,0,casual,0,0
21,44.36551465325126,them,20,0.41,2.866424969761657,dry,1,1,day,0,0,dry_texter,1,1
43,21.32300733466,them,84,0.18,20.141316552375276,neutral,7,1,night,1,0,dry_texter,0,1
28,52.450354024002685,them,12,0.48,18.731786020789183,dry,2,1,night,0,0,ghoster,1,1
15,70.57295626866735,them,174,0.29,10.50658802542127,dry,9,1,night,0,0,dry_texter,0,1
31,25.896810911469217,them,156,0.8,85.99161139123271,dry,1,0,day,0,0,interested,1,1
41,14.470648299510668,them,47,0.74,97.09304054545045,neutral,4,0,night,1,1,dry_texter,0,0
30,14.74623586936903,me,15,0.92,50.53708352446982,dry,7,1,day,1,1,dry_texter,1,1
7,36.96301441178524,them,54,0.43,94.53845435172258,enthusiastic,10,0,night,0,1,ghoster,1,1
42,22.96822527506893,them,115,0.26,60.137924500262336,enthusiastic,10,1,night,1,0,interested,1,1
43,70.22222031393038,them,117,0.23,59.73781101754199,enthusiastic,1,0,night,1,1,dry_texter,0,1
9,3.487145968550389,them,33,0.8,96.64638072848902,dry,3,1,day,0,0,casual,1,1
43,39.90842856755199,me,105,0.9,74.00334559437847,enthusiastic,9,0,day,0,1,ghoster,0,1
27,34.651552507440435,me,75,0.66,96.84244520292188,enthusiastic,3,1,day,0,1,ghoster,0,1
44,29.168396273216942,me,111,0.49,20.496857568236845,neutral,4,0,night,0,0,casual,1,1
5,58.905720933736426,them,125,0.59,15.763687820842451,dry,6,1,day,0,0,ghoster,0,1
49,32.707163150530064,me,185,0.79,112.33314692863686,enthusiastic,0,0,night,0,0,interested,0,0
33,33.40892184278896,me,190,0.43,17.1323266208612,neutral,2,0,day,0,1,dry_texter,1,1
2,53.485313440913345,me,1,0.65,9.74411066774404,neutral,9,1,night,0,1,casual,1,1
23,71.33007618905137,me,100,0.97,74.92191322780798,dry,4,1,night,0,0,interested,0,1
28,16.39457515798651,me,168,0.54,4.224434212356869,dry,2,0,night,0,1,casual,0,0
3,28.49457778956613,them,193,0.89,57.31146690549963,neutral,7,0,night,0,0,dry_texter,0,0
49,57.2627195983297,them,107,0.46,15.33843723653417,enthusiastic,5,0,night,1,1,interested,1,1
11,56.60016308833344,them,16,0.37,1.3272568427843296,neutral,9,1,night,1,0,dry_texter,0,1
1,14.775880716998026,me,188,0.37,53.28157595552369,enthusiastic,2,1,night,1,1,casual,1,0
5,1.3892151778714679,me,111,0.8,27.790457766350272,dry,8,0,day,1,1,dry_texter,1,1
34,24.486551536315087,me,22,0.17,99.42102163394266,dry,1,1,night,0,0,casual,0,0
46,41.24309228059869,me,34,0.54,119.63685707324767,enthusiastic,8,0,night,0,1,dry_texter,0,1
39,9.936839608119286,them,90,0.13,87.06200354772083,neutral,4,1,day,0,1,casual,0,0
37,21.894030371604675,them,178,0.11,35.89339894255613,dry,6,1,day,1,1,ghoster,1,0
18,12.112314527291169,them,86,0.35,60.10340228323892,dry,10,1,night,0,1,casual,1,1
22,64.3987621990803,them,172,0.09,40.07323333964651,enthusiastic,2,1,night,1,1,interested,0,1
12,63.75070945761753,them,200,0.84,94.7005390652035,dry,8,1,day,1,1,ghoster,0,1
7,20.1801615939338,me,8,0.25,117.17028101362013,enthusiastic,10,1,night,0,0,interested,1,1
38,65.08707090510754,them,12,0.47,119.55145390540598,enthusiastic,3,1,night,1,1,ghoster,0,1
37,11.886915001012895,them,25,0.74,1.8426863737669419,enthusiastic,10,0,day,1,1,ghoster,1,1
12,2.0666236784608696,them,188,0.38,115.19673722600572,enthusiastic,4,1,day,0,1,dry_texter,1,0
46,66.37147397283199,me,38,0.28,29.88202275376573,enthusiastic,9,1,day,0,0,casual,1,1
15,19.32742925231608,them,142,0.96,29.525424731115603,enthusiastic,4,1,day,1,1,ghoster,1,1
23,30.818103052256447,me,4,0.53,61.072957104884615,dry,8,1,night,0,1,ghoster,0,1
9,40.55119165734648,me,105,0.28,116.5191638319285,enthusiastic,4,0,night,1,0,casual,0,1
19,25.469322772477597,them,162,0.12,98.69964222643385,dry,9,0,day,1,1,casual,0,1
42,10.506253523583656,me,134,0.42,34.86950164245286,neutral,2,1,night,1,1,dry_texter,1,0
14,48.41228972817262,me,200,0.57,69.58972181573154,dry,1,0,day,1,0,interested,0,1
5,49.76837065840215,them,162,0.59,59.90154576514484,neutral,3,1,day,1,1,ghoster,0,1
13,8.365018531681866,me,146,0.02,70.42502983433515,dry,2,1,day,1,0,interested,1,1
48,37.903721087332286,them,29,0.2,42.28835254695892,dry,1,1,day,0,1,ghoster,1,1
4,31.960746742249356,them,38,0.52,61.34749256454772,dry,8,1,day,0,1,casual,0,0
31,35.1899940825397,me,65,0.87,2.810812381403669,dry,8,0,night,1,0,ghoster,0,1
28,49.12668046756736,me,28,0.06,65.84698903012627,enthusiastic,4,0,night,1,1,interested,0,1
39,63.44953514965823,them,182,0.58,40.13279474968355,enthusiastic,7,1,day,1,0,interested,1,1
1,2.617367909840527,me,136,0.61,71.0551793228924,enthusiastic,1,1,day,1,1,casual,1,0
27,14.623630152350607,them,1,0.31,2.4430857918984032,dry,10,1,night,1,0,ghoster,0,1
5,4.3140851805382034,them,39,0.15,106.30247298674249,neutral,4,0,night,1,0,interested,1,1
2,59.06607215393241,them,165,0.4,114.1760299421827,neutral,6,1,day,1,0,interested,0,0
13,27.18987533722742,them,99,0.64,111.18624542761525,neutral,7,1,night,0,1,interested,1,0
42,8.077555270109368,me,78,0.17,65.15303818268033,neutral,3,1,night,1,1,casual,1,1
4,35.05244251025761,me,182,0.16,5.132532532655414,neutral,5,1,day,1,1,dry_texter,0,1
37,6.48319730681771,them,113,0.68,113.75875854218545,enthusiastic,7,1,night,0,1,interested,1,0
13,28.57367756015819,them,93,0.32,74.42175354752764,dry,5,0,day,0,0,interested,0,1
42,61.508989124920596,me,73,0.93,109.14406814288517,enthusiastic,1,0,day,1,0,interested,0,0
38,57.4488318147412,me,10,0.84,55.294269749770976,neutral,10,0,day,0,0,ghoster,0,1
20,12.123162923932165,them,165,0.17,23.11922945313566,enthusiastic,4,1,night,0,0,casual,1,1
20,34.95309891256111,them,191,0.46,29.572683735656163,dry,6,0,day,1,1,casual,0,1
38,26.858682896343296,me,24,0.13,105.60287172064322,neutral,8,1,night,0,1,ghoster,0,1
7,26.23233064159836,me,3,0.79,29.97474842125528,dry,2,1,day,1,0,interested,1,1
34,39.825622842742284,me,2,0.12,15.707125987965375,neutral,8,0,night,0,0,ghoster,0,1
44,44.31056439026578,them,42,0.79,82.14378072070552,enthusiastic,3,1,night,0,1,casual,1,0
43,14.879822509821405,them,171,0.95,102.4663992774082,neutral,1,0,day,1,0,dry_texter,1,1
26,33.74276126660692,me,27,0.98,49.42550374725815,enthusiastic,1,0,day,0,1,interested,0,0
27,67.25184466618917,me,53,0.61,97.62259571482542,neutral,10,0,night,0,0,interested,0,0
11,57.55732209583067,them,161,0.43,82.43349901944721,neutral,3,1,day,0,1,casual,1,1
42,47.1212415139576,me,20,0.53,112.60938081129058,dry,3,1,night,1,1,ghoster,0,1
24,33.87348485815632,them,135,0.18,11.341277115483711,dry,2,0,night,1,1,dry_texter,0,1
25,71.94291978930097,them,47,0.06,116.33117969629066,dry,0,0,day,0,1,casual,0,1
5,60.40843392340209,them,88,0.76,63.338207434110046,enthusiastic,1,0,day,0,1,interested,1,1
22,57.680812022490954,them,177,0.47,59.38691044045671,enthusiastic,4,0,day,1,0,ghoster,0,1
8,23.49640790396404,me,180,0.34,60.96404020608237,dry,4,0,night,1,1,interested,1,0
26,64.11241982960937,them,172,0.1,72.70380737067019,enthusiastic,6,0,day,1,1,interested,1,1
32,4.844454780396293,me,67,0.82,114.66152351112886,enthusiastic,3,0,night,0,1,interested,1,0
3,3.0529936021869775,them,191,0.94,74.0717215059875,enthusiastic,7,1,day,1,1,casual,1,1
27,30.22561940976849,them,124,0.75,11.728047859817226,neutral,0,1,night,0,0,ghoster,0,1
